ID;Species;Site;Water_potential;Replicate;Seed;Start_date;Germination_date;Comment;Cotelydon_date;Leaf_date;dead_date;Wet_mass_g_root;Wet_mass_g_rest;Comment;Wet_mass_g_True leaf;Total wet mass
SP_LAV_7_4_13;SP;LAV;7;4;13;18.02.2020;;;;;;;;;;
SP_LAV_7_4_14;SP;LAV;7;4;14;18.02.2020;;;;;;;;;;
SP_LAV_7_4_15;SP;LAV;7;4;15;18.02.2020;;;;;;;;;;
SP_LAV_7_4_16;SP;LAV;7;4;16;18.02.2020;;;;;;;;;;
SP_LAV_7_4_17;SP;LAV;7;4;17;18.02.2020;;;;;;;;;;
SP_LAV_7_4_18;SP;LAV;7;4;18;18.02.2020;;;;;;;;;;
SP_LAV_7_4_19;SP;LAV;7;4;19;18.02.2020;;;;;;;;;;
SP_LAV_7_4_20;SP;LAV;7;4;20;18.02.2020;;;;;;;;;;
SP_LAV_7_5_1;SP;LAV;7;5;1;18.02.2020;;;;;;;;;;
SP_LAV_7_5_2;SP;LAV;7;5;2;18.02.2020;;;;;;;;;;
SP_LAV_7_5_3;SP;LAV;7;5;3;18.02.2020;;;;;;;;;;
SP_LAV_7_5_4;SP;LAV;7;5;4;18.02.2020;;;;;;;;;;
SP_LAV_7_5_5;SP;LAV;7;5;5;18.02.2020;;;;;;;;;;
SP_LAV_7_5_6;SP;LAV;7;5;6;18.02.2020;;;;;;;;;;
SP_LAV_7_5_7;SP;LAV;7;5;7;18.02.2020;;;;;;;;;;
SP_LAV_7_5_8;SP;LAV;7;5;8;18.02.2020;;;;;;;;;;
SP_LAV_7_5_9;SP;LAV;7;5;9;18.02.2020;;;;;;;;;;
SP_LAV_7_5_10;SP;LAV;7;5;10;18.02.2020;;;;;;;;;;
SP_LAV_7_5_11;SP;LAV;7;5;11;18.02.2020;;;;;;;;;;
SP_LAV_7_5_12;SP;LAV;7;5;12;18.02.2020;;;;;;;;;;
SP_LAV_7_5_13;SP;LAV;7;5;13;18.02.2020;;;;;;;;;;
SP_LAV_7_5_14;SP;LAV;7;5;14;18.02.2020;;;;;;;;;;
SP_LAV_7_5_15;SP;LAV;7;5;15;18.02.2020;;;;;;;;;;
SP_LAV_7_5_16;SP;LAV;7;5;16;18.02.2020;;;;;;;;;;
SP_LAV_7_5_17;SP;LAV;7;5;17;18.02.2020;;;;;;;;;;
SP_LAV_7_5_18;SP;LAV;7;5;18;18.02.2020;;;;;;;;;;
SP_LAV_7_5_19;SP;LAV;7;5;19;18.02.2020;;;;;;;;;;
SP_LAV_7_5_20;SP;LAV;7;5;20;18.02.2020;;;;;;;;;;
SP_LAV_7_6_1;SP;LAV;7;6;1;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_2;SP;LAV;7;6;2;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_3;SP;LAV;7;6;3;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_4;SP;LAV;7;6;4;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_5;SP;LAV;7;6;5;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_6;SP;LAV;7;6;6;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_7;SP;LAV;7;6;7;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_8;SP;LAV;7;6;8;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_9;SP;LAV;7;6;9;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_10;SP;LAV;7;6;10;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_11;SP;LAV;7;6;11;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_12;SP;LAV;7;6;12;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_13;SP;LAV;7;6;13;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_14;SP;LAV;7;6;14;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_15;SP;LAV;7;6;15;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_16;SP;LAV;7;6;16;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_17;SP;LAV;7;6;17;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_18;SP;LAV;7;6;18;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_19;SP;LAV;7;6;19;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_6_20;SP;LAV;7;6;20;18.02.2020;;20.02.2020 Replated seeds on agar;;;;;;;;
SP_LAV_7_7_1;SP;LAV;7;7;1;18.02.2020;;;;;;;;;;
SP_LAV_7_7_2;SP;LAV;7;7;2;18.02.2020;;;;;;;;;;
SP_LAV_7_7_3;SP;LAV;7;7;3;18.02.2020;;;;;;;;;;
SP_LAV_7_7_4;SP;LAV;7;7;4;18.02.2020;;;;;;;;;;
SP_LAV_7_7_5;SP;LAV;7;7;5;18.02.2020;;;;;;;;;;
SP_LAV_7_7_6;SP;LAV;7;7;6;18.02.2020;;;;;;;;;;
SP_LAV_7_7_7;SP;LAV;7;7;7;18.02.2020;;;;;;;;;;
SP_LAV_7_7_8;SP;LAV;7;7;8;18.02.2020;;;;;;;;;;
SP_LAV_7_7_9;SP;LAV;7;7;9;18.02.2020;;;;;;;;;;
SP_LAV_7_7_10;SP;LAV;7;7;10;18.02.2020;;;;;;;;;;
SP_LAV_7_7_11;SP;LAV;7;7;11;18.02.2020;;;;;;;;;;
SP_LAV_7_7_12;SP;LAV;7;7;12;18.02.2020;;;;;;;;;;
SP_LAV_7_7_13;SP;LAV;7;7;13;18.02.2020;;;;;;;;;;
SP_LAV_7_7_14;SP;LAV;7;7;14;18.02.2020;;;;;;;;;;
SP_LAV_7_7_15;SP;LAV;7;7;15;18.02.2020;;;;;;;;;;
SP_LAV_7_7_16;SP;LAV;7;7;16;18.02.2020;;;;;;;;;;
SP_LAV_7_7_17;SP;LAV;7;7;17;18.02.2020;;;;;;;;;;
SP_LAV_7_7_18;SP;LAV;7;7;18;18.02.2020;;;;;;;;;;
SP_LAV_7_7_19;SP;LAV;7;7;19;18.02.2020;;;;;;;;;;
SP_LAV_7_7_20;SP;LAV;7;7;20;18.02.2020;;;;;;;;;;
SP_LAV_7_8_1;SP;LAV;7;8;1;18.02.2020;;;;;;;;;;
SP_LAV_7_8_2;SP;LAV;7;8;2;18.02.2020;;;;;;;;;;
SP_LAV_7_8_3;SP;LAV;7;8;3;18.02.2020;;;;;;;;;;
SP_LAV_7_8_4;SP;LAV;7;8;4;18.02.2020;;;;;;;;;;
SP_LAV_7_8_5;SP;LAV;7;8;5;18.02.2020;;;;;;;;;;
SP_LAV_7_8_6;SP;LAV;7;8;6;18.02.2020;;;;;;;;;;
SP_LAV_7_8_7;SP;LAV;7;8;7;18.02.2020;;;;;;;;;;
SP_LAV_7_8_8;SP;LAV;7;8;8;18.02.2020;;;;;;;;;;
SP_LAV_7_8_9;SP;LAV;7;8;9;18.02.2020;;;;;;;;;;
SP_LAV_7_8_10;SP;LAV;7;8;10;18.02.2020;;;;;;;;;;
SP_LAV_7_8_11;SP;LAV;7;8;11;18.02.2020;;;;;;;;;;
SP_LAV_7_8_12;SP;LAV;7;8;12;18.02.2020;;;;;;;;;;
SP_LAV_7_8_13;SP;LAV;7;8;13;18.02.2020;;;;;;;;;;
SP_LAV_7_8_14;SP;LAV;7;8;14;18.02.2020;;;;;;;;;;
SP_LAV_7_8_15;SP;LAV;7;8;15;18.02.2020;;;;;;;;;;
SP_LAV_7_8_16;SP;LAV;7;8;16;18.02.2020;;;;;;;;;;
SP_LAV_7_8_17;SP;LAV;7;8;17;18.02.2020;;;;;;;;;;
SP_LAV_7_8_18;SP;LAV;7;8;18;18.02.2020;;;;;;;;;;
SP_LAV_7_8_19;SP;LAV;7;8;19;18.02.2020;;;;;;;;;;
SP_LAV_7_8_20;SP;LAV;7;8;20;18.02.2020;;;;;;;;;;
SP_LAV_7_9_1;SP;LAV;7;9;1;18.02.2020;;;;;;;;;;
SP_LAV_7_9_2;SP;LAV;7;9;2;18.02.2020;;;;;;;;;;
SP_LAV_7_9_3;SP;LAV;7;9;3;18.02.2020;;;;;;;;;;
SP_LAV_7_9_4;SP;LAV;7;9;4;18.02.2020;;;;;;;;;;
SP_LAV_7_9_5;SP;LAV;7;9;5;18.02.2020;;;;;;;;;;
SP_LAV_7_9_6;SP;LAV;7;9;6;18.02.2020;;;;;;;;;;
SP_LAV_7_9_7;SP;LAV;7;9;7;18.02.2020;;;;;;;;;;
SP_LAV_7_9_8;SP;LAV;7;9;8;18.02.2020;;;;;;;;;;
SP_LAV_7_9_9;SP;LAV;7;9;9;18.02.2020;;;;;;;;;;
SP_LAV_7_9_10;SP;LAV;7;9;10;18.02.2020;;;;;;;;;;
SP_LAV_7_9_11;SP;LAV;7;9;11;18.02.2020;;;;;;;;;;
SP_LAV_7_9_12;SP;LAV;7;9;12;18.02.2020;;;;;;;;;;
SP_LAV_7_9_13;SP;LAV;7;9;13;18.02.2020;;;;;;;;;;
SP_LAV_4_5_7;SP;LAV;4;5;7;18.02.2020;28.02.2020;;02.02.2020;11.03.2020;;0,00079;0,00143;;0,00025;
SP_LAV_7_9_15;SP;LAV;7;9;15;18.02.2020;;;;;;;;;;
SP_LAV_7_9_16;SP;LAV;7;9;16;18.02.2020;;;;;;;;;;
SP_LAV_7_9_17;SP;LAV;7;9;17;18.02.2020;;;;;;;;;;
SP_LAV_7_9_18;SP;LAV;7;9;18;18.02.2020;;;;;;;;;;
SP_LAV_7_9_19;SP;LAV;7;9;19;18.02.2020;;;;;;;;;;
SP_LAV_7_9_20;SP;LAV;7;9;20;18.02.2020;;;;;;;;;;
SP_LAV_8_1_1;SP;LAV;8;1;1;18.02.2020;;;;;;;;;;
SP_LAV_8_1_2;SP;LAV;8;1;2;18.02.2020;;;;;;;;;;
SP_LAV_8_1_3;SP;LAV;8;1;3;18.02.2020;;;;;;;;;;
SP_LAV_8_1_4;SP;LAV;8;1;4;18.02.2020;;;;;;;;;;
SP_LAV_8_1_5;SP;LAV;8;1;5;18.02.2020;;;;;;;;;;
SP_LAV_8_1_6;SP;LAV;8;1;6;18.02.2020;;;;;;;;;;
SP_LAV_8_1_7;SP;LAV;8;1;7;18.02.2020;;;;;;;;;;
SP_LAV_8_1_8;SP;LAV;8;1;8;18.02.2020;;;;;;;;;;
SP_LAV_8_1_9;SP;LAV;8;1;9;18.02.2020;;;;;;;;;;
SP_LAV_8_1_10;SP;LAV;8;1;10;18.02.2020;;;;;;;;;;
SP_LAV_8_1_11;SP;LAV;8;1;11;18.02.2020;;;;;;;;;;
SP_LAV_8_1_12;SP;LAV;8;1;12;18.02.2020;;;;;;;;;;
SP_LAV_8_1_13;SP;LAV;8;1;13;18.02.2020;;;;;;;;;;
SP_LAV_8_1_14;SP;LAV;8;1;14;18.02.2020;;;;;;;;;;
SP_LAV_8_1_15;SP;LAV;8;1;15;18.02.2020;;;;;;;;;;
SP_LAV_8_1_16;SP;LAV;8;1;16;18.02.2020;;;;;;;;;;
SP_LAV_8_1_17;SP;LAV;8;1;17;18.02.2020;;;;;;;;;;
SP_LAV_8_1_18;SP;LAV;8;1;18;18.02.2020;;;;;;;;;;
SP_LAV_8_1_19;SP;LAV;8;1;19;18.02.2020;;;;;;;;;;
SP_LAV_8_1_20;SP;LAV;8;1;20;18.02.2020;;;;;;;;;;
SP_LAV_8_2_1;SP;LAV;8;2;1;18.02.2020;;;;;;;;;;
SP_LAV_8_2_2;SP;LAV;8;2;2;18.02.2020;;;;;;;;;;
SP_LAV_8_2_3;SP;LAV;8;2;3;18.02.2020;;;;;;;;;;
SP_LAV_8_2_4;SP;LAV;8;2;4;18.02.2020;;;;;;;;;;
SP_LAV_8_2_5;SP;LAV;8;2;5;18.02.2020;;;;;;;;;;
SP_LAV_8_2_6;SP;LAV;8;2;6;18.02.2020;;;;;;;;;;
SP_LAV_8_2_7;SP;LAV;8;2;7;18.02.2020;;;;;;;;;;
SP_LAV_8_2_8;SP;LAV;8;2;8;18.02.2020;;;;;;;;;;
SP_LAV_8_2_9;SP;LAV;8;2;9;18.02.2020;;;;;;;;;;
SP_LAV_8_2_10;SP;LAV;8;2;10;18.02.2020;;;;;;;;;;
SP_LAV_8_2_11;SP;LAV;8;2;11;18.02.2020;;;;;;;;;;
SP_LAV_8_2_12;SP;LAV;8;2;12;18.02.2020;;;;;;;;;;
SP_LAV_8_2_13;SP;LAV;8;2;13;18.02.2020;;;;;;;;;;
SP_LAV_8_2_14;SP;LAV;8;2;14;18.02.2020;;;;;;;;;;
SP_LAV_8_2_15;SP;LAV;8;2;15;18.02.2020;;;;;;;;;;
SP_LAV_8_2_16;SP;LAV;8;2;16;18.02.2020;;;;;;;;;;
SP_LAV_8_2_17;SP;LAV;8;2;17;18.02.2020;;;;;;;;;;
SP_LAV_8_2_18;SP;LAV;8;2;18;18.02.2020;;;;;;;;;;
SP_LAV_8_2_19;SP;LAV;8;2;19;18.02.2020;;;;;;;;;;
SP_LAV_8_2_20;SP;LAV;8;2;20;18.02.2020;;;;;;;;;;
SP_LAV_8_3_1;SP;LAV;8;3;1;18.02.2020;;;;;;;;;;
SP_LAV_8_3_2;SP;LAV;8;3;2;18.02.2020;;;;;;;;;;
SP_LAV_8_3_3;SP;LAV;8;3;3;18.02.2020;;;;;;;;;;
SP_LAV_8_3_4;SP;LAV;8;3;4;18.02.2020;;;;;;;;;;
SP_LAV_8_3_5;SP;LAV;8;3;5;18.02.2020;;;;;;;;;;
SP_LAV_8_3_6;SP;LAV;8;3;6;18.02.2020;;;;;;;;;;
SP_LAV_8_3_7;SP;LAV;8;3;7;18.02.2020;;;;;;;;;;
SP_LAV_8_3_8;SP;LAV;8;3;8;18.02.2020;;;;;;;;;;
SP_LAV_8_3_9;SP;LAV;8;3;9;18.02.2020;;;;;;;;;;
SP_LAV_8_3_10;SP;LAV;8;3;10;18.02.2020;;;;;;;;;;
SP_LAV_8_3_11;SP;LAV;8;3;11;18.02.2020;;;;;;;;;;
SP_LAV_8_3_12;SP;LAV;8;3;12;18.02.2020;;;;;;;;;;
SP_LAV_8_3_13;SP;LAV;8;3;13;18.02.2020;;;;;;;;;;
SP_LAV_8_3_14;SP;LAV;8;3;14;18.02.2020;;;;;;;;;;
SP_LAV_8_3_15;SP;LAV;8;3;15;18.02.2020;;;;;;;;;;
SP_LAV_8_3_16;SP;LAV;8;3;16;18.02.2020;;;;;;;;;;
SP_LAV_8_3_17;SP;LAV;8;3;17;18.02.2020;;;;;;;;;;
SP_LAV_8_3_18;SP;LAV;8;3;18;18.02.2020;;;;;;;;;;
SP_LAV_8_3_19;SP;LAV;8;3;19;18.02.2020;;;;;;;;;;
SP_LAV_8_3_20;SP;LAV;8;3;20;18.02.2020;;;;;;;;;;
SP_LAV_8_4_1;SP;LAV;8;4;1;18.02.2020;;;;;;;;;;
SP_LAV_8_4_2;SP;LAV;8;4;2;18.02.2020;;;;;;;;;;
SP_LAV_8_4_3;SP;LAV;8;4;3;18.02.2020;;;;;;;;;;
SP_LAV_8_4_4;SP;LAV;8;4;4;18.02.2020;;;;;;;;;;
SP_LAV_8_4_5;SP;LAV;8;4;5;18.02.2020;;;;;;;;;;
SP_LAV_8_4_6;SP;LAV;8;4;6;18.02.2020;;;;;;;;;;
SP_LAV_8_4_7;SP;LAV;8;4;7;18.02.2020;;;;;;;;;;
SP_LAV_8_4_8;SP;LAV;8;4;8;18.02.2020;;;;;;;;;;
SP_LAV_8_4_9;SP;LAV;8;4;9;18.02.2020;;;;;;;;;;
SP_LAV_8_4_10;SP;LAV;8;4;10;18.02.2020;;;;;;;;;;
SP_LAV_8_4_11;SP;LAV;8;4;11;18.02.2020;;;;;;;;;;
SP_LAV_8_4_12;SP;LAV;8;4;12;18.02.2020;;;;;;;;;;
SP_LAV_8_4_13;SP;LAV;8;4;13;18.02.2020;;;;;;;;;;
SP_LAV_8_4_14;SP;LAV;8;4;14;18.02.2020;;;;;;;;;;
SP_LAV_8_4_15;SP;LAV;8;4;15;18.02.2020;;;;;;;;;;
SP_LAV_8_4_16;SP;LAV;8;4;16;18.02.2020;;;;;;;;;;
SP_LAV_8_4_17;SP;LAV;8;4;17;18.02.2020;;;;;;;;;;
SP_LAV_8_4_18;SP;LAV;8;4;18;18.02.2020;;;;;;;;;;
SP_LAV_8_4_19;SP;LAV;8;4;19;18.02.2020;;;;;;;;;;
SP_LAV_8_4_20;SP;LAV;8;4;20;18.02.2020;;;;;;;;;;
SP_LAV_8_5_1;SP;LAV;8;5;1;18.02.2020;;;;;;;;;;
SP_LAV_8_5_2;SP;LAV;8;5;2;18.02.2020;;;;;;;;;;
SP_LAV_8_5_3;SP;LAV;8;5;3;18.02.2020;;;;;;;;;;
SP_LAV_8_5_4;SP;LAV;8;5;4;18.02.2020;;;;;;;;;;
SP_LAV_8_5_5;SP;LAV;8;5;5;18.02.2020;;;;;;;;;;
SP_LAV_8_5_6;SP;LAV;8;5;6;18.02.2020;;;;;;;;;;
SP_LAV_8_5_7;SP;LAV;8;5;7;18.02.2020;;;;;;;;;;
SP_LAV_8_5_8;SP;LAV;8;5;8;18.02.2020;;;;;;;;;;
SP_LAV_8_5_9;SP;LAV;8;5;9;18.02.2020;;;;;;;;;;
SP_LAV_8_5_10;SP;LAV;8;5;10;18.02.2020;;;;;;;;;;
SP_LAV_8_5_11;SP;LAV;8;5;11;18.02.2020;;;;;;;;;;
SP_LAV_8_5_12;SP;LAV;8;5;12;18.02.2020;;;;;;;;;;
SP_LAV_8_5_13;SP;LAV;8;5;13;18.02.2020;;;;;;;;;;
SP_LAV_8_5_14;SP;LAV;8;5;14;18.02.2020;;;;;;;;;;
SP_LAV_8_5_15;SP;LAV;8;5;15;18.02.2020;;;;;;;;;;
SP_LAV_8_5_16;SP;LAV;8;5;16;18.02.2020;;;;;;;;;;
SP_LAV_8_5_17;SP;LAV;8;5;17;18.02.2020;;;;;;;;;;
SP_LAV_8_5_18;SP;LAV;8;5;18;18.02.2020;;;;;;;;;;
SP_LAV_8_5_19;SP;LAV;8;5;19;18.02.2020;;;;;;;;;;
SP_LAV_8_5_20;SP;LAV;8;5;20;18.02.2020;;;;;;;;;;
SP_LAV_8_6_1;SP;LAV;8;6;1;18.02.2020;;;;;;;;;;
SP_LAV_8_6_2;SP;LAV;8;6;2;18.02.2020;;;;;;;;;;
SP_LAV_8_6_3;SP;LAV;8;6;3;18.02.2020;;;;;;;;;;
SP_LAV_8_6_4;SP;LAV;8;6;4;18.02.2020;;;;;;;;;;
SP_LAV_8_6_5;SP;LAV;8;6;5;18.02.2020;;;;;;;;;;
SP_LAV_8_6_6;SP;LAV;8;6;6;18.02.2020;;;;;;;;;;
SP_LAV_8_6_7;SP;LAV;8;6;7;18.02.2020;;;;;;;;;;
SP_LAV_8_6_8;SP;LAV;8;6;8;18.02.2020;;;;;;;;;;
SP_LAV_8_6_9;SP;LAV;8;6;9;18.02.2020;;;;;;;;;;
SP_LAV_8_6_10;SP;LAV;8;6;10;18.02.2020;;;;;;;;;;
SP_LAV_8_6_11;SP;LAV;8;6;11;18.02.2020;;;;;;;;;;
SP_LAV_8_6_12;SP;LAV;8;6;12;18.02.2020;;;;;;;;;;
SP_LAV_8_6_13;SP;LAV;8;6;13;18.02.2020;;;;;;;;;;
SP_LAV_8_6_14;SP;LAV;8;6;14;18.02.2020;;;;;;;;;;
SP_LAV_8_6_15;SP;LAV;8;6;15;18.02.2020;;;;;;;;;;
SP_LAV_8_6_16;SP;LAV;8;6;16;18.02.2020;;;;;;;;;;
SP_LAV_8_6_17;SP;LAV;8;6;17;18.02.2020;;;;;;;;;;
SP_LAV_8_6_18;SP;LAV;8;6;18;18.02.2020;;;;;;;;;;
SP_LAV_8_6_19;SP;LAV;8;6;19;18.02.2020;;;;;;;;;;
SP_LAV_8_6_20;SP;LAV;8;6;20;18.02.2020;;;;;;;;;;
SP_LAV_8_7_1;SP;LAV;8;7;1;18.02.2020;;;;;;;;;;
SP_LAV_8_7_2;SP;LAV;8;7;2;18.02.2020;;;;;;;;;;
SP_LAV_8_7_3;SP;LAV;8;7;3;18.02.2020;;;;;;;;;;
SP_LAV_8_7_4;SP;LAV;8;7;4;18.02.2020;;;;;;;;;;
SP_LAV_8_7_5;SP;LAV;8;7;5;18.02.2020;;;;;;;;;;
SP_LAV_8_7_6;SP;LAV;8;7;6;18.02.2020;;;;;;;;;;
SP_LAV_8_7_7;SP;LAV;8;7;7;18.02.2020;;;;;;;;;;
SP_LAV_8_7_8;SP;LAV;8;7;8;18.02.2020;;;;;;;;;;
SP_LAV_8_7_9;SP;LAV;8;7;9;18.02.2020;;;;;;;;;;
SP_LAV_8_7_10;SP;LAV;8;7;10;18.02.2020;;;;;;;;;;
SP_LAV_8_7_11;SP;LAV;8;7;11;18.02.2020;;;;;;;;;;
SP_LAV_8_7_12;SP;LAV;8;7;12;18.02.2020;;;;;;;;;;
SP_LAV_8_7_13;SP;LAV;8;7;13;18.02.2020;;;;;;;;;;
SP_LAV_8_7_14;SP;LAV;8;7;14;18.02.2020;;;;;;;;;;
SP_LAV_8_7_15;SP;LAV;8;7;15;18.02.2020;;;;;;;;;;
SP_LAV_8_7_16;SP;LAV;8;7;16;18.02.2020;;;;;;;;;;
SP_LAV_8_7_17;SP;LAV;8;7;17;18.02.2020;;;;;;;;;;
SP_LAV_8_7_18;SP;LAV;8;7;18;18.02.2020;;;;;;;;;;
SP_LAV_8_7_19;SP;LAV;8;7;19;18.02.2020;;;;;;;;;;
SP_LAV_8_7_20;SP;LAV;8;7;20;18.02.2020;;;;;;;;;;
SP_LAV_8_8_1;SP;LAV;8;8;1;18.02.2020;;;;;;;;;;
SP_LAV_8_8_2;SP;LAV;8;8;2;18.02.2020;;;;;;;;;;
SP_LAV_8_8_3;SP;LAV;8;8;3;18.02.2020;;;;;;;;;;
SP_LAV_8_8_4;SP;LAV;8;8;4;18.02.2020;;;;;;;;;;
SP_LAV_8_8_5;SP;LAV;8;8;5;18.02.2020;;;;;;;;;;
SP_LAV_8_8_6;SP;LAV;8;8;6;18.02.2020;;;;;;;;;;
SP_LAV_8_8_7;SP;LAV;8;8;7;18.02.2020;;;;;;;;;;
SP_LAV_8_8_8;SP;LAV;8;8;8;18.02.2020;;;;;;;;;;
SP_LAV_8_8_9;SP;LAV;8;8;9;18.02.2020;;;;;;;;;;
SP_LAV_8_8_10;SP;LAV;8;8;10;18.02.2020;;;;;;;;;;
SP_LAV_8_8_11;SP;LAV;8;8;11;18.02.2020;;;;;;;;;;
SP_LAV_8_8_12;SP;LAV;8;8;12;18.02.2020;;;;;;;;;;
SP_LAV_8_8_13;SP;LAV;8;8;13;18.02.2020;;;;;;;;;;
SP_LAV_8_8_14;SP;LAV;8;8;14;18.02.2020;;;;;;;;;;
SP_LAV_8_8_15;SP;LAV;8;8;15;18.02.2020;;;;;;;;;;
SP_LAV_8_8_16;SP;LAV;8;8;16;18.02.2020;;;;;;;;;;
SP_LAV_8_8_17;SP;LAV;8;8;17;18.02.2020;;;;;;;;;;
SP_LAV_8_8_18;SP;LAV;8;8;18;18.02.2020;;;;;;;;;;
SP_LAV_8_8_19;SP;LAV;8;8;19;18.02.2020;;;;;;;;;;
SP_LAV_8_8_20;SP;LAV;8;8;20;18.02.2020;;;;;;;;;;
SP_LAV_8_9_1;SP;LAV;8;9;1;18.02.2020;;;;;;;;;;
SP_LAV_8_9_2;SP;LAV;8;9;2;18.02.2020;;;;;;;;;;
SP_LAV_8_9_3;SP;LAV;8;9;3;18.02.2020;;;;;;;;;;
SP_LAV_8_9_4;SP;LAV;8;9;4;18.02.2020;;;;;;;;;;
SP_LAV_8_9_5;SP;LAV;8;9;5;18.02.2020;;;;;;;;;;
SP_LAV_8_9_6;SP;LAV;8;9;6;18.02.2020;;;;;;;;;;
SP_LAV_8_9_7;SP;LAV;8;9;7;18.02.2020;;;;;;;;;;
SP_LAV_8_9_8;SP;LAV;8;9;8;18.02.2020;;;;;;;;;;
SP_LAV_8_9_9;SP;LAV;8;9;9;18.02.2020;;;;;;;;;;
SP_LAV_8_9_10;SP;LAV;8;9;10;18.02.2020;;;;;;;;;;
SP_LAV_8_9_11;SP;LAV;8;9;11;18.02.2020;;;;;;;;;;
SP_LAV_8_9_12;SP;LAV;8;9;12;18.02.2020;;;;;;;;;;
SP_LAV_8_9_13;SP;LAV;8;9;13;18.02.2020;;;;;;;;;;
SP_LAV_8_9_14;SP;LAV;8;9;14;18.02.2020;;;;;;;;;;
SP_LAV_8_9_15;SP;LAV;8;9;15;18.02.2020;;;;;;;;;;
SP_LAV_8_9_16;SP;LAV;8;9;16;18.02.2020;;;;;;;;;;
SP_LAV_8_9_17;SP;LAV;8;9;17;18.02.2020;;;;;;;;;;
SP_LAV_8_9_18;SP;LAV;8;9;18;18.02.2020;;;;;;;;;;
SP_LAV_8_9_19;SP;LAV;8;9;19;18.02.2020;;;;;;;;;;
SP_LAV_8_9_20;SP;LAV;8;9;20;18.02.2020;;;;;;;;;;
SP_LAV_9_1_1;SP;LAV;9;1;1;18.02.2020;;;;;;;;;;
SP_LAV_9_1_2;SP;LAV;9;1;2;18.02.2020;;;;;;;;;;
SP_LAV_9_1_3;SP;LAV;9;1;3;18.02.2020;;;;;;;;;;
SP_LAV_9_1_4;SP;LAV;9;1;4;18.02.2020;;;;;;;;;;
SP_LAV_9_1_5;SP;LAV;9;1;5;18.02.2020;;;;;;;;;;
SP_LAV_9_1_6;SP;LAV;9;1;6;18.02.2020;;;;;;;;;;
SP_LAV_9_1_7;SP;LAV;9;1;7;18.02.2020;;;;;;;;;;
SP_LAV_9_1_8;SP;LAV;9;1;8;18.02.2020;;;;;;;;;;
SP_LAV_9_1_9;SP;LAV;9;1;9;18.02.2020;;;;;;;;;;
SP_LAV_9_1_10;SP;LAV;9;1;10;18.02.2020;;;;;;;;;;
SP_LAV_9_1_11;SP;LAV;9;1;11;18.02.2020;;;;;;;;;;
SP_LAV_9_1_12;SP;LAV;9;1;12;18.02.2020;;;;;;;;;;
SP_LAV_9_1_13;SP;LAV;9;1;13;18.02.2020;;;;;;;;;;
SP_LAV_9_1_14;SP;LAV;9;1;14;18.02.2020;;;;;;;;;;
SP_LAV_9_1_15;SP;LAV;9;1;15;18.02.2020;;;;;;;;;;
SP_LAV_9_1_16;SP;LAV;9;1;16;18.02.2020;;;;;;;;;;
SP_LAV_9_1_17;SP;LAV;9;1;17;18.02.2020;;;;;;;;;;
SP_LAV_9_1_18;SP;LAV;9;1;18;18.02.2020;;;;;;;;;;
SP_LAV_9_1_19;SP;LAV;9;1;19;18.02.2020;;;;;;;;;;
SP_LAV_9_1_20;SP;LAV;9;1;20;18.02.2020;;;;;;;;;;
SP_LAV_9_2_1;SP;LAV;9;2;1;18.02.2020;;;;;;;;;;
SP_LAV_9_2_2;SP;LAV;9;2;2;18.02.2020;;;;;;;;;;
SP_LAV_9_2_3;SP;LAV;9;2;3;18.02.2020;;;;;;;;;;
SP_LAV_9_2_4;SP;LAV;9;2;4;18.02.2020;;;;;;;;;;
SP_LAV_9_2_5;SP;LAV;9;2;5;18.02.2020;;;;;;;;;;
SP_LAV_9_2_6;SP;LAV;9;2;6;18.02.2020;;;;;;;;;;
